1,1,5,1,5,2014-04-06 21:14:21,10.00,kzqolgpxpnqxn
2,1,5,1,5,2014-04-06 21:14:21,10.00,azymhgqxvbikf
3,1,5,1,5,2014-04-06 21:14:21,10.00,auaubjckr
4,1,5,1,5,2014-04-06 21:14:21,10.00,tlkydthlrcgbfvjhjrsdzv
5,1,5,1,5,2014-04-06 21:14:21,10.00,qpfuxrcucg
6,1,5,1,5,2014-04-06 21:14:21,10.00,mmgzybrznrtaauoyiwbxb
7,1,5,1,5,2014-04-06 21:14:21,10.00,clzqypozqwfyuyx
8,1,5,1,5,2014-04-06 21:14:21,10.00,qauupafjicwhqjvhdeuwza
9,1,5,1,5,2014-04-06 21:14:21,10.00,srtjukjmochudnmhe
10,1,5,1,5,2014-04-06 21:14:21,10.00,offizhbpmiezxjd
11,1,5,1,5,2014-04-06 21:14:21,10.00,yukvggzskjzhzk
12,1,5,1,5,2014-04-06 21:14:21,10.00,jeidpdzoteyeoqxmgpuc
13,1,5,1,5,2014-04-06 21:14:21,10.00,jmjgeiuzt
14,1,5,1,5,2014-04-06 21:14:21,10.00,rppfsgqzhsddrtsxpbclc
15,1,5,1,5,2014-04-06 21:14:21,10.00,ibxctyxhvnywqfdtr
16,1,5,1,5,2014-04-06 21:14:21,10.00,afnrmacpvrhijhv
17,1,5,1,5,2014-04-06 21:14:21,10.00,qmlkqqsfyecmmxqzkjwz
18,1,5,1,5,2014-04-06 21:14:21,10.00,zihkcuzvokujypqfurfnxpo
19,1,5,1,5,2014-04-06 21:14:21,10.00,aoubbfwyvmwzhzfvog
20,1,5,1,5,2014-04-06 21:14:21,10.00,tbpjmnsocoga
21,1,5,1,5,2014-04-06 21:14:21,10.00,hcthfphqt
22,1,5,1,5,2014-04-06 21:14:21,10.00,uyebdlxkaifizpktw
23,1,5,1,5,2014-04-06 21:14:21,10.00,ciqceqlucujfso
24,1,5,1,5,2014-04-06 21:14:21,10.00,dvcaeulxo
25,1,5,1,5,2014-04-06 21:14:21,10.00,uihlxrhgnu
26,1,5,1,5,2014-04-06 21:14:21,10.00,vifykddyuui
27,1,5,1,5,2014-04-06 21:14:21,10.00,dojqewxiv
28,1,5,1,5,2014-04-06 21:14:21,10.00,asuescvmfnbcz
29,1,5,1,5,2014-04-06 21:14:21,10.00,nvkrpkwktkai
30,1,5,1,5,2014-04-06 21:14:21,10.00,kwbzeuvya
31,1,5,1,5,2014-04-06 21:14:21,10.00,xkdphrkjagx
