1,1,125,11,5,6,1,2014-04-06 21:14:29
1,1,162,14,5,9,1,2014-04-06 21:14:29
1,1,212,4,6,5,1,2014-04-06 21:14:29
1,1,243,28,8,11,1,2014-04-06 21:14:29
1,1,279,20,7,7,1,2014-04-06 21:14:29
1,1,547,35,8,12,1,2014-04-06 21:14:29
1,1,548,27,10,15,1,2014-04-06 21:14:29
1,1,635,21,3,7,1,2014-04-06 21:14:29
1,1,776,17,3,7,1,2014-04-06 21:14:29
1,1,795,8,10,9,1,2014-04-06 21:14:29
1,1,873,29,5,8,1,2014-04-06 21:14:29
1,1,968,26,2,13,1,2014-04-06 21:14:30
1,1,1105,19,2,14,1,2014-04-06 21:14:30
1,1,1173,33,3,14,1,2014-04-06 21:14:30
1,1,1286,5,10,10,1,2014-04-06 21:14:30
1,1,1431,32,3,5,1,2014-04-06 21:14:30
1,1,1546,10,9,8,1,2014-04-06 21:14:30
1,1,1708,13,8,9,1,2014-04-06 21:14:30
1,1,1769,12,2,6,1,2014-04-06 21:14:31
1,1,1797,1,7,11,1,2014-04-06 21:14:31
1,1,1801,18,8,12,1,2014-04-06 21:14:31
1,1,1858,30,7,12,1,2014-04-06 21:14:31
1,1,1906,24,3,12,1,2014-04-06 21:14:31
1,1,1942,3,8,11,1,2014-04-06 21:14:31
1,1,2019,9,2,8,1,2014-04-06 21:14:31
1,1,2035,15,5,10,1,2014-04-06 21:14:31
1,1,2095,16,3,8,1,2014-04-06 21:14:31
1,1,2185,2,2,7,1,2014-04-06 21:14:31
1,1,2197,22,6,15,1,2014-04-06 21:14:31
1,1,2476,6,4,14,1,2014-04-06 21:14:31
1,1,2513,7,4,15,1,2014-04-06 21:14:31
1,1,2558,34,5,6,1,2014-04-06 21:14:31
1,1,2812,31,8,13,1,2014-04-06 21:14:32
1,1,2814,25,9,5,1,2014-04-06 21:14:32
1,1,2822,23,10,10,1,2014-04-06 21:14:32
1,1,3007,9,4,6,1,2014-04-06 21:26:45
1,1,3083,10,10,9,1,2014-04-06 21:33:23
1,1,3151,11,1,13,1,2014-04-06 21:39:20
1,1,3227,1,4,13,1,2014-04-06 22:09:40
1,1,3310,35,10,9,1,2014-04-06 22:23:19
1,1,3579,3,4,14,1,2014-04-06 22:54:39
1,1,3736,6,7,14,1,2014-04-06 23:04:14
1,1,3889,9,9,11,1,2014-04-07 16:15:00
1,1,4083,27,9,9,1,2014-04-07 16:50:35
1,1,4118,11,10,14,0,2014-04-07 16:50:38
1,1,4297,30,2,15,1,2014-04-07 16:50:58
1,1,4603,11,6,7,1,2014-04-07 16:51:35
1,1,4847,10,3,13,1,2014-04-07 16:52:11
1,1,5057,9,10,5,0,2014-04-07 16:52:43
1,1,5188,35,1,14,1,2014-04-07 16:53:03
1,1,5228,23,1,8,1,2014-04-07 16:53:09
1,1,5246,31,6,13,1,2014-04-07 16:53:11
1,1,5262,3,4,9,1,2014-04-07 16:53:14
1,1,5301,26,5,8,1,2014-04-07 16:53:20
1,1,5536,31,5,14,1,2014-04-07 16:53:50
1,1,5713,19,1,9,1,2014-04-07 16:54:08
1,1,5780,25,7,15,1,2014-04-07 16:54:14
1,1,5993,10,5,5,1,2014-04-07 16:54:36
1,1,6026,8,8,15,1,2014-04-07 16:54:40
1,1,6048,13,10,11,1,2014-04-07 16:54:42
1,1,6166,27,4,12,1,2014-04-07 16:54:53
1,1,6294,34,8,7,1,2014-04-07 18:08:59
1,1,6349,10,4,15,1,2014-04-07 18:09:09
1,1,6518,35,9,10,1,2014-04-07 18:09:44
1,1,6575,23,5,12,1,2014-04-07 18:09:56
1,1,6605,23,2,5,1,2014-04-07 18:10:00
1,1,6616,8,10,6,1,2014-04-07 18:10:01
1,1,6877,3,4,5,1,2014-04-07 18:14:18
1,1,6904,11,9,5,1,2014-04-07 18:14:24
1,1,7005,7,10,11,1,2014-04-07 18:14:45
1,1,7081,4,6,10,1,2014-04-07 18:15:10
1,1,7152,27,4,6,1,2014-04-07 19:36:20
1,1,7335,7,10,10,1,2014-04-07 19:37:11
1,1,7501,29,9,10,1,2014-04-07 19:37:39
1,1,7519,11,1,11,1,2014-04-07 19:37:42
1,1,7664,10,5,10,1,2014-04-07 20:43:28
1,1,7684,6,3,11,1,2014-04-07 20:43:35
1,1,7877,35,2,8,1,2014-04-07 20:44:09
1,1,8065,3,9,15,0,2014-04-07 23:39:11
1,1,8231,1,2,15,1,2014-04-07 23:40:20
1,1,8329,1,2,8,1,2014-04-07 23:42:12
1,1,8399,11,7,15,1,2014-04-07 23:42:32
1,1,8411,11,4,9,1,2014-04-07 23:42:35
1,1,8549,27,1,8,1,2014-04-07 23:43:16
1,1,8570,11,6,11,1,2014-04-07 23:43:24
1,1,8572,9,3,12,1,2014-04-07 23:43:25
1,1,8747,7,7,13,1,2014-04-08 01:25:25
1,1,8806,27,2,5,1,2014-04-08 01:25:45
1,1,8888,6,4,9,1,2014-04-08 01:26:13
1,1,8976,11,3,13,0,2014-04-08 01:33:41
1,1,9022,13,4,12,1,2014-04-08 02:15:37
1,1,9024,7,1,9,1,2014-04-08 02:15:38
1,1,9091,10,3,13,1,2014-04-08 02:15:53
1,1,9116,26,10,7,1,2014-04-08 02:15:59
1,1,9206,10,6,12,0,2014-04-08 02:16:14
1,1,9207,3,3,12,1,2014-04-08 02:16:14
1,1,9224,9,7,11,1,2014-04-08 02:16:16
1,1,9235,10,5,8,1,2014-04-08 02:16:17
1,1,9252,33,6,15,1,2014-04-08 02:16:21
1,1,9452,11,9,7,1,2014-04-08 02:16:48
1,1,9566,11,10,6,1,2014-04-08 02:17:04
1,1,9737,10,7,5,1,2014-04-08 02:20:40
1,1,9791,21,1,9,1,2014-04-08 02:21:19
1,1,9824,9,6,11,0,2014-04-08 02:21:29
1,1,9908,23,1,15,0,2014-04-08 02:21:56
1,1,9974,8,8,6,1,2014-04-08 02:22:26
1,1,9987,3,5,10,1,2014-04-08 02:22:29
1,1,10022,23,5,8,1,2014-04-08 02:22:37
1,1,10034,11,3,5,1,2014-04-08 02:22:40
1,1,10057,19,1,15,1,2014-04-08 02:22:46
1,1,10113,26,4,12,1,2014-04-08 02:23:41
1,1,10124,8,2,12,1,2014-04-08 02:23:44
1,1,10225,23,9,8,1,2014-04-08 02:24:10
