1,13,yrfxdzakfwrgjolavifiwaqbglfuryue,0
1,40,ecfundfdlbfvaajjniecavheh,0
1,83,crtpwqqahmtrztawnvoidncrtvppxgl,0
1,95,pypxkhgtzdjpafgcphfapswmzbxyophccmggy,0
1,99,rcgmcyclotkrpfuvjbatpniogsxpzyebccovetxg,1
1,117,xuyubpwbhuijpexyxhjlbwhjzozshqrhgwtjmmt,0
1,119,vmvekcgtjmtgploapscrxpyupmphmf,0
1,125,yfbtdwtyjmmwoxastxdivqkdzuqrqjxk,0
1,127,nsyhxhydjqflcgbozxyehfhdl,0
1,133,uqlcleidfmqgwknigwiwjosbfxkp,0
1,155,njqlafznswbdjklbsihyvedsqenczvsikhqp,0
1,164,oohoeppisozzasnzilacpzaojtf,0
1,178,wbkwutvjosvhnmvwfkucasyvirqjvystlmqpwvnorflt,0
1,196,pohqsntnbvkeqdxirtunmybvgziuvvqegcvvbkpk,0
1,215,hgtddiuqwptiibagyzmmzdltlok,0
1,227,tsliavzpkxlwfvsnoiakgktfhlfgqjminvtfwweqzj,0
1,238,jjacxhabtailezfjtomojppebzrfruxeqdg,0
1,240,glabpmmiwaxhxwyqvwiqhgayayizstvxwbrkorsasmcvljt,0
1,243,pzghcdihanvvkalnjzqfhisaq,0
1,257,bcvpcfagugwoqqwffbwrwexjaodsyadoifwf,0
1,267,wizcxscekuogwgcvwippeodcddbdpkiiejgfjdbncrwvnitbv,0
1,286,wgifpbshwnfvhwbquxudsuajossper,0
1,292,bjlnjaaoadhsnntssqjbkvddstbxoyrpgwzriaumta,0
1,300,xcpixmyygskvphjicdtxcjnlgotsxguwxbtcwani,0
1,313,laotuktsqipslcagdqvwsglpdobcqndcemzihazql,0
1,324,tlvazdzcifkipapstgtpmygivnxumxxvtrobsppfyyo,0
1,351,iajobigpasfcgnjtdbayxbgciktzyvoyzcewmlhbmrwn,0
1,380,bvjvldjgmwfyiaboioianzviuju,0
1,384,mvORIGINALbodguezrouvhgvbljhku,0
1,399,yxibkhviqxnsliuipcbzlclipdtk,0
1,401,tpuybslwsfqmorvoxtnchbwchssspryti,0
1,403,scgqtdwmemochaxsszlyyprgbinffuszpfyadymkjujp,0
1,405,ifzomfsivlopynwtvcggljlxpnbtrsjsa,0
1,414,hphknjlbdiraqyrhcgmtijqyqjoysdprzdjbdx,0
1,417,sjjaaydvonlvvqwioeccqtthwzkihhjkasobafkftzbdhmxa,0
1,418,bnvwzkkocpyorjbryknwbovvxc,0
1,420,sqaeulcntlhijnhgsevfigqtgjwrvcxisrj,0
1,441,ircawmubbmcqrvkdjnecojeyuadsdeznqosgleby,0
1,448,xpzohlwmetiphpxelnpjhidunk,0
1,467,rvetbectsjlsgvamfpntvwlvzcxvkqdabayexshbhvb,0
1,470,zlhjrtilsbmyblbhvvnonunneqmdbvxmezqewpwvxkzywmh,0
1,478,yryhoovcjushpalghttjgbyijwnrdxhmmad,0
1,479,pvpamhzgkjcpwiploiodjhfjayqqvhfiegujyaw,0
1,489,lwsijbfthexsxqfcqdwudnktjctuhpsrrkknw,0
1,490,rzflsfslxtaojvodbrgmzysaajbol,0
1,493,ebwomrldsfstbgybryfbnkgufwvuqfnrcmhluxfcuhvyky,0
1,498,vlurpugdnbcrucffasfiainvgxsxcdzbd,0
1,500,lcjhmudwookhpsoauzojdytlmkvptkl,0
1,512,loswerhrsmzoyxnyxbqpivsarddifomdlwaowbbt,0
1,516,yexsodfssbxtqvxedxjycoakqytmozjvbvgfewrspmpmvbkde,0
1,553,fryraimhfdvpthxwyelyzugfggjbxaobdkqjboewez,0
1,564,axdwznirmayuyORIGINALdkzzzkfens,0
1,568,ctrquauymtrgymfafmkxqgiewkstczxwfrgt,0
1,597,qtkirgdzrdnpqhgiruixvgqgzx,0
1,599,gxtljuovxqxrdfqaxedanybpsqbvxvyysnjze,0
1,606,holgvoyzjltsblbafkkydsloeihnuyhrolsgmdjcl,0
1,611,yrttkdzkibmkggbiiusfxfhzgilmzhrjmfrdmhgusqy,0
1,613,shmmhoabnsnkwvtwwaftjriunvtoqbtdtxokjotmsakiroa,0
1,625,pnkrgiryividnchwdbjzfkvlfbzaisskwseswzj,0
1,627,ziqyxwrxspbtdrmbndqllokezjvjpez,0
1,629,bifoqkldhyojepqimfgvzqshpfgui,0
1,630,vhsfztekuzyrkvenmozxndhkdnibdlrryqxyrayhdwhswxhv,0
1,631,hxsvopljlstzimjwolxteujunfqhoqghimyiwumq,0
1,636,vashanevmkprmhvamzssjkibc,0
1,667,ywvzommfprzddgoggyfqylzyqkqwmhhfunnevhvfsr,0
1,676,aqvbomzcdqnansgxvsiyyavehiujwvshbsjrsfnl,0
1,682,evusfsavmpvbsauubtyfgxmigzjnikfolhilzwae,0
1,692,mawuinloevftkylxrxwaeworkxeirppltpkyaagrwofdhh,0
1,697,jtvrhbvznjlujleyqjdxisrvrzyhqmyegqhhbvaigihjgkat,0
1,698,kltuqkzyiqgzwsfnlrwbyhjeshwrsodhrohrqzwzsfr,0
1,704,twfbnzvbxnisoqgfdgnmgxtxu,0
1,726,qybkpjybgxtumugxlmjfgvzrblrtxqamuphkoujichmuctulp,0
1,731,mjdgbwqabhndtgdlfswigiaarcpowkavqigrswqncvbit,0
1,737,etamkbcpiardorcufrvnnyhmsfqszroiutulqhjkri,0
1,745,qppoerruwhosseycpewtpgudycpvawhd,0
1,758,mocuhpweolmbxtdjelrxpqackwcdprfonzqtl,0
1,762,ptpbijtjsietpzkdrpdpowjhfui,0
1,766,crpuagacgzORIGINALaqmstnlyoizhjnyrrmsyus,0
